Character,Field,Value
Johnny Connor,Born,30th July 1953
Johnny Connor,Died,18th October 2021
Johnny Connor,Father,James Connor
Johnny Connor,Spouse(s),Louisa Connor  Jenny Bradley (2017)
Johnny Connor,Children,Carla Donovan (1975)  Aidan Connor (1983)  Kate Connor (1989)
Johnny Connor,First appearance,5th October 2015
Johnny Connor,Last appearance,22nd October 2021
Johnny Connor,Duration,2015-2021
Johnny Connor,Number of appearances,587
Johnny Connor,Played by,Richard Hawley
Toyah Habeeb,Occupation,Counsellor  Waitress
Toyah Habeeb,Born,28th May 1982
Toyah Habeeb,Birthplace,Oldham
Toyah Habeeb,Residence,12 Victoria Court
Toyah Habeeb,Father,Ronnie Clegg
Toyah Habeeb,Mother,Janice Battersby
Toyah Habeeb,Spouse(s),Toby Chapman (2011)  Imran Habeeb (2022)
Toyah Habeeb,Children,Rose Battersby (2001)  Unnamed stillborn son (2018)
Toyah Habeeb,First appearance,4th July 1997
Toyah Habeeb,Duration,"1997-2003, 2016 to present"
Toyah Habeeb,Number of appearances,1494 (as of Episode 11557/8)
Toyah Habeeb,Played by,Georgia Taylor
Andrea Clayton,Born,3rd August 1967
Andrea Clayton,Father,Harry Clayton
Andrea Clayton,Mother,Connie Clayton
Andrea Clayton,Sibling(s),Sue Clayton
Andrea Clayton,Children,Paul Clayton (1986)
Andrea Clayton,First appearance,30th January 1985
Andrea Clayton,Last appearance,7th November 2001
Andrea Clayton,Duration,"1985, 2000, 2001"
Andrea Clayton,Number of appearances,41
Andrea Clayton,Played by,Caroline O'Neill
Frankie Baldwin,Residence,Romania
Frankie Baldwin,Sibling(s),a sister
Frankie Baldwin,Spouse(s),Danny Baldwin (1986)  Dean Fraser (2009)
Frankie Baldwin,Children,Warren Baldwin (1986)
Frankie Baldwin,First appearance,6th June 2004
Frankie Baldwin,Last appearance,31st December 2006
Frankie Baldwin,Duration,2004-2006
Frankie Baldwin,Number of appearances,340
Frankie Baldwin,Played by,Debra Stephenson
Bernie Winter,Occupation,Assistant at Prima DonerWaitress at Roy's Rolls
Bernie Winter,Residence,5 Coronation Street
Bernie Winter,Sibling(s),Mike Winter
Bernie Winter,Children,Paul Foreman (1990)Gemma Winter (1990)Kit Green (1993)
Bernie Winter,First appearance,24th July 2019 (1)
Bernie Winter,Duration,2019 to present
Bernie Winter,Number of appearances,537 (as of Episode 11557/8)
Bernie Winter,Played by,Jane Hazlegrove
Russ Gray,Father,Chris Gray
Russ Gray,Mother,Cheryl Gray
Russ Gray,First appearance,28th May 2010
Russ Gray,Last appearance,18th November 2011
Russ Gray,Duration,2010-2011
Russ Gray,Number of appearances,51
Russ Gray,Played by,Finton Flynn
Jude Appleton,Born,28th November 1984
Jude Appleton,Birthplace,Newton-le-Willows
Jude Appleton,Mother,Mary Taylor
Jude Appleton,Sibling(s),half siblings
Jude Appleton,Spouse(s),Angie Appleton (2016)
Jude Appleton,Children,George Appleton (2017)
Jude Appleton,First appearance,25th December 2016
Jude Appleton,Last appearance,2nd January 2019
Jude Appleton,Duration,2016-2019
Jude Appleton,Number of appearances,91
Jude Appleton,Played by,Paddy Wallace
Carla Connor,Occupation,Factory manager
Carla Connor,Born,3rd January 1975
Carla Connor,Residence,15a Victoria Street
Carla Connor,Father,Johnny Connor
Carla Connor,Mother,Sharon Donovan
Carla Connor,Sibling(s),Rob Donovan (half-brother)Aidan Connor (half-brother)Kate Connor (half-sister)
Carla Connor,Spouse(s),"Paul Connor (1999)Tony Gordon (2008)Peter Barlow (2013, 2021)Nick Tilsley (2016)"
Carla Connor,First appearance,1st December 2006
Carla Connor,Duration,"2006-2016, 2017 to present"
Carla Connor,Number of appearances,2128 (as of Episode 11557/8)
Carla Connor,Played by,Alison King
Sophie Webster,Born,4th November 1994
Sophie Webster,Birthplace,Weatherfield
Sophie Webster,Father,Kevin Webster
Sophie Webster,Mother,Sally Webster
Sophie Webster,Sibling(s),Rosie Webster  Jake Webster (half-brother)  Jack Webster (half-brother)
Sophie Webster,First appearance,4th November 1994
Sophie Webster,Last appearance,9th October 2019
Sophie Webster,Duration,1994-2019
Sophie Webster,Number of appearances,1566
Sophie Webster,Played by,Ashleigh Middleton (1994-1997) Emma Woodward (1997-2004)  Brooke Vincent (2004-2019)
Freddie Peacock,Born,17th July 2006
Freddie Peacock,Birthplace,Weatherfield
Freddie Peacock,Residence,France
Freddie Peacock,Father,Ashley Peacock
Freddie Peacock,Mother,Claire Peacock
Freddie Peacock,Sibling(s),Joshua Peacock (Legal brother)
Freddie Peacock,First appearance,17th July 2006
Freddie Peacock,Last appearance,14th January 2011
Freddie Peacock,Duration,2006-2011
Freddie Peacock,Number of appearances,144
Freddie Peacock,Played by,Jack & Jake Rogers (2006) Dylan & Hayden Whitbread (2006-2009)  Lewis & Niall Beresford (2009-2011)
Kevin Webster,Occupation,Co-owner of Websters' Auto Centre
Kevin Webster,Born,3rd September 1965
Kevin Webster,Residence,13 Coronation Street
Kevin Webster,Father,Bill Webster
Kevin Webster,Mother,Alison Webster
Kevin Webster,Sibling(s),Debbie WebsterCarl Webster (half-brother)
Kevin Webster,Spouse(s),"Sally Seddon (1986, 2002)Alison Wakefield (2000)Abi Franklin (2021)"
Kevin Webster,Children,Rosie Webster (1990)Sophie Webster (1994)Jake Webster (2000)Jack Dobbs (2010)
Kevin Webster,First appearance,19th October 1983
Kevin Webster,Duration,"1983-2013, 2014 to present"
Kevin Webster,Number of appearances,3576 (as of Episode 11557/8)
Kevin Webster,Played by,Michael Le Vell
Tommy Harris,Occupation,Mechanic
Tommy Harris,Born,8th January 1964
Tommy Harris,Birthplace,Sheffield
Tommy Harris,Died,4th March 2005
Tommy Harris,Mother,Jean Harris
Tommy Harris,Spouse(s),Angela Appleyard (1985)
Tommy Harris,Children,Katy Harris (1986)  Craig Harris (1990)
Tommy Harris,First appearance,13th November 2002
Tommy Harris,Last appearance,7th March 2005
Tommy Harris,Duration,2002-2005
Tommy Harris,Number of appearances,238
Tommy Harris,Played by,Thomas Craig
Effie Spicer,Occupation,Retired
Effie Spicer,Born,30th January 1900
Effie Spicer,Birthplace,Accrington
Effie Spicer,Sibling(s),A sister
Effie Spicer,Spouse(s),Peter Spicer (deceased)
Effie Spicer,First appearance,26th June 1968
Effie Spicer,Last appearance,26th March 1969
Effie Spicer,Duration,1968-1969
Effie Spicer,Number of appearances,43
Effie Spicer,Played by,Anne Dyson
Steph Barnes,Occupation,Store assistant
Steph Barnes,Born,11th June 1965
Steph Barnes,Father,Maurice Jones
Steph Barnes,Mother,Carol Jones
Steph Barnes,Spouse(s),Des Barnes (1990)
Steph Barnes,Children,Matthew (1995)
Steph Barnes,First appearance,12th February 1990
Steph Barnes,Last appearance,4th October 1995
Steph Barnes,Duration,"1990-1991, 1992, 1995"
Steph Barnes,Number of appearances,130
Steph Barnes,Played by,Amelia Bullmore
Ashley Peacock,Occupation,Butcher
Ashley Peacock,Born,24th January 1976
Ashley Peacock,Died,6th December 2010
Ashley Peacock,Father,Fred Elliott
Ashley Peacock,Mother,Kathleen Gutteridge
Ashley Peacock,Spouse(s),Maxine Heavey (1999)  Claire Casey (2004)
Ashley Peacock,Children,Joshua Peacock (legal son)  Freddie Peacock (2006)
Ashley Peacock,First appearance,1st February 1995
Ashley Peacock,Last appearance,8th December 2010 (on-screen)  9th December 2010 (voice appearance)
Ashley Peacock,Duration,"1995, 1996-2010"
Ashley Peacock,Number of appearances,1274
Ashley Peacock,Played by,Steven Arnold
Ena Sharples,Occupation,Caretaker (retired)
Ena Sharples,Born,24th November 1899
Ena Sharples,Birthplace,Weatherfield
Ena Sharples,Father,Thomas Schofield
Ena Sharples,Mother,Mary Schofield
Ena Sharples,Sibling(s),Alice Raybould Tom Schofield
Ena Sharples,Spouse(s),Alfred Sharples (1920)
Ena Sharples,Children,Vera Sharples (1921)Madge Sharples (1924)Ian Sharples
Ena Sharples,First appearance,9th December 1960
Ena Sharples,Last appearance,2nd April 1980
Ena Sharples,Duration,1960-1980
Ena Sharples,Number of appearances,1136
Ena Sharples,Played by,Violet Carson
Jenna Kamara,Born,24th April 1984
Jenna Kamara,Birthplace,Nottingham
Jenna Kamara,Residence,Madrid
Jenna Kamara,Father,Lloyd Mullaney (biological father)Johnny Kamara (legal father)
Jenna Kamara,Mother,Mandy Kamara
Jenna Kamara,Sibling(s),younger half-sister
Jenna Kamara,First appearance,19th September 2012
Jenna Kamara,Last appearance,13th August 2014
Jenna Kamara,Duration,2012-2014
Jenna Kamara,Number of appearances,154
Jenna Kamara,Played by,Krissi Bohn
Alina Pop,Occupation,Telesales agent
Alina Pop,Born,c.1998
Alina Pop,Residence,"Brasov, Romania"
Alina Pop,Sibling(s),Andrei
Alina Pop,Children,Dorin Pop (2022)
Alina Pop,First appearance,22nd April 2019
Alina Pop,Last appearance,18th September 2024 (1)
Alina Pop,Duration,"2019-2021, 2024"
Alina Pop,Number of appearances,180
Alina Pop,Played by,Ruxandra Porojnicu
Gloria Todd,Occupation,Barmaid
Gloria Todd,Born,20th April 1958
Gloria Todd,Residence,"Flat 2, 41 Ashdale Road"
Gloria Todd,Sibling(s),Richard Armstrong (half-brother)
Gloria Todd,First appearance,16th January 1985
Gloria Todd,Last appearance,30th November 1988
Gloria Todd,Duration,1985-1988
Gloria Todd,Number of appearances,231
Gloria Todd,Played by,Sue Jenkins
Stella Price,Occupation,Waitress
Stella Price,Born,11th August 1963
Stella Price,Birthplace,Manchester
Stella Price,Residence,France
Stella Price,Mother,Gloria Price
Stella Price,Spouse(s),Karl Munro (2013)
Stella Price,Children,Leanne Battersby (1981)  Eva Price (1988)
Stella Price,First appearance,16th June 2011
Stella Price,Last appearance,2nd April 2014
Stella Price,Duration,2011-2014
Stella Price,Number of appearances,455
Stella Price,Played by,Michelle Collins
Michelle Connor,Occupation,Restaurateur  Wedding planner
Michelle Connor,Born,21st April 1976
Michelle Connor,Residence,Dublin
Michelle Connor,Father,Barry Connor
Michelle Connor,Mother,Helen Connor
Michelle Connor,Sibling(s),Paul Connor  Liam Connor
Michelle Connor,Spouse(s),Dean  Steve McDonald (2015)
Michelle Connor,Children,Ali Neeson (1992) (biological)  Ryan Connor (1992) (legal son)  Ruairi McDonald (2017)
Michelle Connor,First appearance,3rd April 2006
Michelle Connor,Last appearance,27th December 2019
Michelle Connor,Duration,2006-2019
Michelle Connor,Number of appearances,1665
Michelle Connor,Played by,Kym Marsh
Dylan Wilson,Born,22nd February 2008
Dylan Wilson,Birthplace,Rovers Return Inn
Dylan Wilson,Residence,"Flat 2, Weatherfield Precinct"
Dylan Wilson,Father,Sean Tully
Dylan Wilson,Mother,Violet Wilson
Dylan Wilson,First appearance,22nd February 2008 (2)
Dylan Wilson,Duration,"2008, 2011, 2012, 2020, 2021, 2022 to present"
Dylan Wilson,Number of appearances,202 (as of Episode 11557/8)
Dylan Wilson,Played by,"Charlie Corry (2008)Grace Robinson (2008)Connor McCheyne (2011-2012)Liam McCheyne (2011-2012, 2020-)"
Mel Morton,Occupation,Police officer
Mel Morton,Born,10th April 1989
Mel Morton,Residence,Stretford
Mel Morton,Father,Jerry Morton
Mel Morton,Mother,Teresa Bryant
Mel Morton,Sibling(s),Jodie Morton  Darryl Morton  Kayleigh Morton  Finlay Bryant (half-brother)
Mel Morton,First appearance,18th March 2007
Mel Morton,Last appearance,3rd October 2008
Mel Morton,Duration,2007-2008
Mel Morton,Number of appearances,116
Mel Morton,Played by,Emma Edmondson
Sam Kingston,Occupation,Mechanic
Sam Kingston,Residence,Ibiza
Sam Kingston,Mother,Brenda Kingston
Sam Kingston,First appearance,19th June 2000
Sam Kingston,Last appearance,7th June 2002
Sam Kingston,Duration,2000-2002
Sam Kingston,Number of appearances,139
Sam Kingston,Played by,Scott Wright
Cathy Matthews,Occupation,Retail assistant
Cathy Matthews,Born,12th April 1961
Cathy Matthews,Residence,Scarborough
Cathy Matthews,Sibling(s),Nessa Warner
Cathy Matthews,Spouse(s),Alan Matthews
Cathy Matthews,First appearance,20th April 2015
Cathy Matthews,Last appearance,17th June 2022
Cathy Matthews,Duration,2015-2022
Cathy Matthews,Number of appearances,472
Cathy Matthews,Played by,Melanie Hill
Len Fairclough,Occupation,Builder
Len Fairclough,Born,5th November 1924
Len Fairclough,Birthplace,"Fazakerley, Liverpool"
Len Fairclough,Died,7th December 1983
Len Fairclough,Father,Ned Fairclough
Len Fairclough,Mother,Grace Fairclough
Len Fairclough,Spouse(s),Nellie Briggs (1949)  Rita Littlewood (1977)
Len Fairclough,Children,Stanley Fairclough (1950)
Len Fairclough,First appearance,25th January 1961
Len Fairclough,Last appearance,11th May 1983
Len Fairclough,Duration,1961-1983
Len Fairclough,Number of appearances,1764
Len Fairclough,Played by,Peter Adamson
Eva Price,Born,10th February 1988
Eva Price,Residence,Brighton
Eva Price,Mother,Stella Price
Eva Price,Sibling(s),Leanne Battersby (half-sister)
Eva Price,Children,Susie Price (2018)
Eva Price,First appearance,17th June 2011
Eva Price,Last appearance,3rd August 2018
Eva Price,Duration,2011-2018
Eva Price,Number of appearances,785
Eva Price,Played by,Catherine Tyldesley
Andrea Beckett,Birthplace,Weatherfield
Andrea Beckett,Residence,Jersey
Andrea Beckett,Father,Roger
Andrea Beckett,Spouse(s),Neil Beckett (1994)
Andrea Beckett,Children,Jessica Beckettsecond daughter (2016)
Andrea Beckett,First appearance,23rd December 2013
Andrea Beckett,Last appearance,25th September 2015
Andrea Beckett,Duration,2013-2015
Andrea Beckett,Number of appearances,148
Andrea Beckett,Played by,Hayley Tamaddon
Harry Flagg,Occupation,Cleaner
Harry Flagg,Spouse(s),a wife (c.1983)
Harry Flagg,Children,Catherine Flagg (1983)
Harry Flagg,First appearance,6th September 2002
Harry Flagg,Last appearance,6th August 2004
Harry Flagg,Duration,2002-2004
Harry Flagg,Number of appearances,121
Harry Flagg,Played by,Iain Rogerson
Felicity Khan,Occupation,Student
Felicity Khan,Residence,France
Felicity Khan,Father,Mr Khan
Felicity Khan,Sibling(s),Joanne Khan
Felicity Khan,First appearance,14th February 1990
Felicity Khan,Last appearance,1st August 1990
Felicity Khan,Duration,1990
Felicity Khan,Number of appearances,35
Felicity Khan,Played by,Rita Wolf
Nick Tilsley,Occupation,Co-owner of Viaduct Bistro
Nick Tilsley,Born,31st December 1980
Nick Tilsley,Birthplace,Weatherfield
Nick Tilsley,Residence,12 Victoria Court
Nick Tilsley,Father,Brian TilsleyMartin Platt (adoptive)
Nick Tilsley,Mother,Gail Chadwick
Nick Tilsley,Sibling(s),Sarah Louise PlattDavid Platt (half-brother)Charlotte Platt (adoptive half-sister)
Nick Tilsley,Spouse(s),"Leanne Battersby (1998, 2013)Carla Connor (2016)Elsa Tilsley (2017)"
Nick Tilsley,Children,Sam Blakeman (2011)
Nick Tilsley,First appearance,5th January 1981
Nick Tilsley,Duration,"1981-1996, 1997-1999, 2002, 2003-2004, 2009-2017, 2018 to present"
Nick Tilsley,Number of appearances,2642 (as of Episode 11557/8)
Nick Tilsley,Played by,Warren Jackson (1981-1996)Adam Rickitt (1997-2004)Ben Price (2009 to present)
Vikram Desai,Occupation,Shop assistant
Vikram Desai,Born,20th February 1979
Vikram Desai,Father,Ravi Desai
Vikram Desai,Sibling(s),Nita Desai
Vikram Desai,First appearance,7th February 1999
Vikram Desai,Last appearance,18th December 2002
Vikram Desai,Duration,1999-2002
Vikram Desai,Number of appearances,330
Vikram Desai,Played by,Chris Bisson
Bet Lynch,Occupation,Landlady
Bet Lynch,Born,4th May 1940
Bet Lynch,Birthplace,Weatherfield
Bet Lynch,Residence,Brighton
Bet Lynch,Father,Patrick Lynch
Bet Lynch,Mother,Mary Lynch
Bet Lynch,Spouse(s),Alec Gilroy (1987)
Bet Lynch,Children,Martin Downes (1956)
Bet Lynch,First appearance,25th May 1966
Bet Lynch,Last appearance,30th November 2003
Bet Lynch,Duration,"1966, 1970-1995, 2002, 2003"
Bet Lynch,Number of appearances,1979
Bet Lynch,Played by,Julie Goodyear
Suzie Birchall,Occupation,Shop assistant
Suzie Birchall,Born,3rd May 1958
Suzie Birchall,Residence,"Blackburn, Lancashire"
Suzie Birchall,Father,Bob Birchall
Suzie Birchall,Mother,Margaret Birchall
Suzie Birchall,Spouse(s),Terry Goodwin (1982)
Suzie Birchall,First appearance,10th January 1977
Suzie Birchall,Last appearance,29th June 1983
Suzie Birchall,Duration,"1977-1979, 1983"
Suzie Birchall,Number of appearances,195
Suzie Birchall,Played by,Cheryl Murray
Jodie Morton,Occupation,Shop assistant
Jodie Morton,Born,December 1978
Jodie Morton,Residence,London
Jodie Morton,Father,Jerry Morton
Jodie Morton,Mother,Teresa Bryant
Jodie Morton,Sibling(s),Darryl Morton  Mel Morton  Kayleigh Morton  Finlay Bryant (half-brother)
Jodie Morton,First appearance,29th January 2007
Jodie Morton,Last appearance,11th November 2007
Jodie Morton,Duration,2007
Jodie Morton,Number of appearances,63
Jodie Morton,Played by,Samantha Seager
George Appleton,Born,2017
George Appleton,Birthplace,South Africa
George Appleton,Residence,South Africa
George Appleton,Father,Jude Appleton
George Appleton,Mother,Angie Appleton
George Appleton,First appearance,14th August 2017
George Appleton,Last appearance,7th January 2019
George Appleton,Duration,2017-2019
George Appleton,Number of appearances,48
George Appleton,Played by,Romeo Cheetham-Karcz
Geoff Metcalfe,Occupation,DJ  Restaurateur
Geoff Metcalfe,Born,24th April 1950
Geoff Metcalfe,Died,9th December 2020
Geoff Metcalfe,Spouse(s),"Elaine Jones, aka Philippa (1971)  Tessa Metcalfe (1974)  Yasmeen Nazir (2019)"
Geoff Metcalfe,Children,Tim Metcalfe (1972)
Geoff Metcalfe,First appearance,28th March 2018
Geoff Metcalfe,Last appearance,11th December 2020 (real Geoff)  24th August 2022 (dream)
Geoff Metcalfe,Duration,2018-2020
Geoff Metcalfe,Number of appearances,237
Geoff Metcalfe,Played by,Ian Bartholomew
Todd Grimshaw,Occupation,Undertaker
Todd Grimshaw,Born,13th January 1985
Todd Grimshaw,Birthplace,Salford
Todd Grimshaw,Residence,11 Coronation Street
Todd Grimshaw,Father,Duncan
Todd Grimshaw,Mother,Eileen Grimshaw
Todd Grimshaw,Sibling(s),Jason Grimshaw (half-brother)
Todd Grimshaw,Children,Billy Platt (2004)
Todd Grimshaw,First appearance,14th January 2001
Todd Grimshaw,Duration,"2001-2004, 2007, 2011, 2013-2017, 2020 to present"
Todd Grimshaw,Number of appearances,1253 (as of Episode 11557/8)
Todd Grimshaw,Played by,Bruno Langley (2001-2017)Gareth Pierce (2020 to present)
Angie Appleton,Occupation,Accountant
Angie Appleton,Born,9th March 1986
Angie Appleton,Birthplace,Ardwick
Angie Appleton,Residence,South Africa
Angie Appleton,Spouse(s),Jude Appleton (2016)
Angie Appleton,Children,George Appleton (2017)
Angie Appleton,First appearance,21st August 2017
Angie Appleton,Last appearance,7th January 2019
Angie Appleton,Duration,2017-2019
Angie Appleton,Number of appearances,94
Angie Appleton,Played by,Victoria Ekanoye
Martin Cheveski,Born,1964
Martin Cheveski,Birthplace,Canada
Martin Cheveski,Residence,Birmingham
Martin Cheveski,Father,Ivan Cheveski
Martin Cheveski,Mother,Linda Cheveski
Martin Cheveski,Sibling(s),Paul Cheveski
Martin Cheveski,First appearance,16th June 1980
Martin Cheveski,Last appearance,31st December 1980
Martin Cheveski,Number of appearances,34
